name_variant,entity_id,type
ashlon jackson,connecticut_sun_ashlon_jackson,auto_alias
A. Jackson,connecticut_sun_ashlon_jackson,auto_alias
Brittney Griner,connecticut_sun_brittney_griner,canonical
B. Griner,connecticut_sun_brittney_griner,auto_alias
Griner,connecticut_sun_brittney_griner,auto_alias
C. Leger-Walker,connecticut_sun_charlisse_leger_walker,auto_alias
Leger-Walker,connecticut_sun_charlisse_leger_walker,auto_alias
Charlisse Leger-Walker,connecticut_sun_charlisse_leger_walker,canonical
Charlisse Leger Walker,connecticut_sun_charlisse_leger_walker,auto_alias
D. Miller,connecticut_sun_diamond_miller,auto_alias
Miller,connecticut_sun_diamond_miller,auto_alias
Diamond Miller,connecticut_sun_diamond_miller,canonical
Kneepkens,connecticut_sun_gianna_kneepkens,auto_alias
Gianna Kneepkens,connecticut_sun_gianna_kneepkens,canonical
G. Kneepkens,connecticut_sun_gianna_kneepkens,auto_alias
Lith,connecticut_sun_hailey_van_lith,auto_alias
Hailey Van Lith,connecticut_sun_hailey_van_lith,canonical
H. Lith,connecticut_sun_hailey_van_lith,auto_alias
K. Burke,connecticut_sun_kennedy_burke,auto_alias
Kennedy Burke,connecticut_sun_kennedy_burke,canonical
Burke,connecticut_sun_kennedy_burke,auto_alias
Leila Lacan,connecticut_sun_leila_lacan,canonical
L. Lacan,connecticut_sun_leila_lacan,auto_alias
Lacan,connecticut_sun_leila_lacan,auto_alias
Angloma,connecticut_sun_nell_angloma,auto_alias
nell angloma,connecticut_sun_nell_angloma,auto_alias
N. Angloma,connecticut_sun_nell_angloma,auto_alias
O. Nelson-Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
Olivia Nelson-Ododa,connecticut_sun_olivia_nelson_ododa,canonical
Olivia Nelson Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
Nelson-Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
raegan beers,connecticut_sun_raegan_beers,auto_alias
R. Beers,connecticut_sun_raegan_beers,auto_alias
Beers,connecticut_sun_raegan_beers,auto_alias
Rivers,connecticut_sun_saniya_rivers,auto_alias
S. Rivers,connecticut_sun_saniya_rivers,auto_alias
saniya rivers,connecticut_sun_saniya_rivers,auto_alias
A. Smith,dallas_wings_alanna_smith,auto_alias
Alanna Smith,dallas_wings_alanna_smith,canonical
Smith,dallas_wings_alanna_smith,auto_alias
Alysha Clark,dallas_wings_alysha_clark,canonical
A. Clark,dallas_wings_alysha_clark,auto_alias
Clark,dallas_wings_alysha_clark,auto_alias
A. Ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
Ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
arike ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
Kuier,dallas_wings_awak_kuier,auto_alias
awak kuier,dallas_wings_awak_kuier,auto_alias
A. Kuier,dallas_wings_awak_kuier,auto_alias
A. James,dallas_wings_aziaha_james,auto_alias
aziaha james,dallas_wings_aziaha_james,auto_alias
James,dallas_wings_aziaha_james,auto_alias
Fudd,dallas_wings_azzi_fudd,auto_alias
azzi fudd,dallas_wings_azzi_fudd,auto_alias
A. Fudd,dallas_wings_azzi_fudd,auto_alias
C. Verona,dallas_wings_costanza_verona,auto_alias
Costanza Verona,dallas_wings_costanza_verona,canonical
Verona,dallas_wings_costanza_verona,auto_alias
Jessica Shepard,dallas_wings_jessica_shepard,canonical
J. Shepard,dallas_wings_jessica_shepard,auto_alias
Shepard,dallas_wings_jessica_shepard,auto_alias
li yueru,dallas_wings_li_yueru,auto_alias
Yueru,dallas_wings_li_yueru,auto_alias
L. Yueru,dallas_wings_li_yueru,auto_alias
maddy siegrist,dallas_wings_maddy_siegrist,auto_alias
Siegrist,dallas_wings_maddy_siegrist,auto_alias
M. Siegrist,dallas_wings_maddy_siegrist,auto_alias
O. Sims,dallas_wings_odyssey_sims,auto_alias
odyssey sims,dallas_wings_odyssey_sims,auto_alias
Sims,dallas_wings_odyssey_sims,auto_alias
paige bueckers,dallas_wings_paige_bueckers,auto_alias
Bueckers,dallas_wings_paige_bueckers,auto_alias
P. Bueckers,dallas_wings_paige_bueckers,auto_alias
Sutton,dallas_wings_sug_sutton,auto_alias
Sug Sutton,dallas_wings_sug_sutton,canonical
S. Sutton,dallas_wings_sug_sutton,auto_alias
Prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
ashten prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
A. Prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
C. Zandalasini,golden_state_valkyries_cecilia_zandalasini,auto_alias
Zandalasini,golden_state_valkyries_cecilia_zandalasini,auto_alias
Cecilia Zandalasini,golden_state_valkyries_cecilia_zandalasini,canonical
Williams,golden_state_valkyries_gabby_williams,auto_alias
Gabby Williams,golden_state_valkyries_gabby_williams,canonical
G. Williams,golden_state_valkyries_gabby_williams,auto_alias
Iliana Rupert,golden_state_valkyries_iliana_rupert,canonical
Rupert,golden_state_valkyries_iliana_rupert,auto_alias
I. Rupert,golden_state_valkyries_iliana_rupert,auto_alias
janelle salaun,golden_state_valkyries_janelle_salaun,auto_alias
Salaun,golden_state_valkyries_janelle_salaun,auto_alias
J. Salaun,golden_state_valkyries_janelle_salaun,auto_alias
juste jocyte,golden_state_valkyries_juste_jocyte,auto_alias
Jocyte,golden_state_valkyries_juste_jocyte,auto_alias
J. Jocyte,golden_state_valkyries_juste_jocyte,auto_alias
Kaila Charles,golden_state_valkyries_kaila_charles,canonical
Charles,golden_state_valkyries_kaila_charles,auto_alias
K. Charles,golden_state_valkyries_kaila_charles,auto_alias
kaitlyn chen,golden_state_valkyries_kaitlyn_chen,auto_alias
Chen,golden_state_valkyries_kaitlyn_chen,auto_alias
K. Chen,golden_state_valkyries_kaitlyn_chen,auto_alias
Kayla Thornton,golden_state_valkyries_kayla_thornton,canonical
Thornton,golden_state_valkyries_kayla_thornton,auto_alias
K. Thornton,golden_state_valkyries_kayla_thornton,auto_alias
kiah stokes,golden_state_valkyries_kiah_stokes,auto_alias
K. Stokes,golden_state_valkyries_kiah_stokes,auto_alias
Stokes,golden_state_valkyries_kiah_stokes,auto_alias
laeticia amihere,golden_state_valkyries_laeticia_amihere,auto_alias
L. Amihere,golden_state_valkyries_laeticia_amihere,auto_alias
Amihere,golden_state_valkyries_laeticia_amihere,auto_alias
Sowah,golden_state_valkyries_miela_sowah,auto_alias
miela sowah,golden_state_valkyries_miela_sowah,auto_alias
M. Sowah,golden_state_valkyries_miela_sowah,auto_alias
N. Fingall,golden_state_valkyries_nadia_fingall,auto_alias
Fingall,golden_state_valkyries_nadia_fingall,auto_alias
nadia fingall,golden_state_valkyries_nadia_fingall,auto_alias
Hayes,golden_state_valkyries_tiffany_hayes,auto_alias
T. Hayes,golden_state_valkyries_tiffany_hayes,auto_alias
Tiffany Hayes,golden_state_valkyries_tiffany_hayes,canonical
Burton,golden_state_valkyries_veronica_burton,auto_alias
veronica burton,golden_state_valkyries_veronica_burton,auto_alias
V. Burton,golden_state_valkyries_veronica_burton,auto_alias
Aliyah Boston,indiana_fever_aliyah_boston,canonical
A. Boston,indiana_fever_aliyah_boston,auto_alias
Boston,indiana_fever_aliyah_boston,auto_alias
bree hall,indiana_fever_bree_hall,auto_alias
B. Hall,indiana_fever_bree_hall,auto_alias
Hall,indiana_fever_bree_hall,auto_alias
caitlin clark,indiana_fever_caitlin_clark,auto_alias
Clark,indiana_fever_caitlin_clark,auto_alias
C. Clark,indiana_fever_caitlin_clark,auto_alias
D. Dantas,indiana_fever_damiris_dantas,auto_alias
Dantas,indiana_fever_damiris_dantas,auto_alias
damiris dantas,indiana_fever_damiris_dantas,auto_alias
G. VanSlooten,indiana_fever_grace_vanslooten,auto_alias
Grace VanSlooten,indiana_fever_grace_vanslooten,canonical
VanSlooten,indiana_fever_grace_vanslooten,auto_alias
Justine Pissott,indiana_fever_justine_pissott,canonical
Pissott,indiana_fever_justine_pissott,auto_alias
J. Pissott,indiana_fever_justine_pissott,auto_alias
K. Mitchell,indiana_fever_kelsey_mitchell,auto_alias
Mitchell,indiana_fever_kelsey_mitchell,auto_alias
kelsey mitchell,indiana_fever_kelsey_mitchell,auto_alias
lexie hull,indiana_fever_lexie_hull,auto_alias
Hull,indiana_fever_lexie_hull,auto_alias
L. Hull,indiana_fever_lexie_hull,auto_alias
Makayla Timpson,indiana_fever_makayla_timpson,canonical
Timpson,indiana_fever_makayla_timpson,auto_alias
M. Timpson,indiana_fever_makayla_timpson,auto_alias
M. Billings,indiana_fever_monique_billings,auto_alias
monique billings,indiana_fever_monique_billings,auto_alias
Billings,indiana_fever_monique_billings,auto_alias
Myisha Hines-Allen,indiana_fever_myisha_hines_allen,canonical
Hines-Allen,indiana_fever_myisha_hines_allen,auto_alias
M. Hines-Allen,indiana_fever_myisha_hines_allen,auto_alias
Myisha Hines Allen,indiana_fever_myisha_hines_allen,auto_alias
R. Johnson,indiana_fever_raven_johnson,auto_alias
Johnson,indiana_fever_raven_johnson,auto_alias
raven johnson,indiana_fever_raven_johnson,auto_alias
S. Cunningham,indiana_fever_sophie_cunningham,auto_alias
Cunningham,indiana_fever_sophie_cunningham,auto_alias
Sophie Cunningham,indiana_fever_sophie_cunningham,canonical
Tyasha Harris,indiana_fever_tyasha_harris,canonical
T. Harris,indiana_fever_tyasha_harris,auto_alias
Harris,indiana_fever_tyasha_harris,auto_alias
a'ja wilson,las_vegas_aces_a_ja_wilson,auto_alias
A. Wilson,las_vegas_aces_a_ja_wilson,auto_alias
Wilson,las_vegas_aces_a_ja_wilson,auto_alias
A ja Wilson,las_vegas_aces_a_ja_wilson,auto_alias
Turner,las_vegas_aces_brianna_turner,auto_alias
brianna turner,las_vegas_aces_brianna_turner,auto_alias
B. Turner,las_vegas_aces_brianna_turner,auto_alias
Gray,las_vegas_aces_chelsea_gray,auto_alias
Chelsea Gray,las_vegas_aces_chelsea_gray,canonical
C. Gray,las_vegas_aces_chelsea_gray,auto_alias
Chennedy Carter,las_vegas_aces_chennedy_carter,canonical
Carter,las_vegas_aces_chennedy_carter,auto_alias
C. Carter,las_vegas_aces_chennedy_carter,auto_alias
Parker-Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
Cheyenne Parker Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
cheyenne parker-tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
C. Parker-Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
Evans,las_vegas_aces_dana_evans,auto_alias
Dana Evans,las_vegas_aces_dana_evans,canonical
D. Evans,las_vegas_aces_dana_evans,auto_alias
jackie young,las_vegas_aces_jackie_young,auto_alias
J. Young,las_vegas_aces_jackie_young,auto_alias
Young,las_vegas_aces_jackie_young,auto_alias
janiah barker,las_vegas_aces_janiah_barker,auto_alias
Barker,las_vegas_aces_janiah_barker,auto_alias
J. Barker,las_vegas_aces_janiah_barker,auto_alias
Loyd,las_vegas_aces_jewell_loyd,auto_alias
Jewell Loyd,las_vegas_aces_jewell_loyd,canonical
J. Loyd,las_vegas_aces_jewell_loyd,auto_alias
Kierstan Bell,las_vegas_aces_kierstan_bell,canonical
K. Bell,las_vegas_aces_kierstan_bell,auto_alias
Bell,las_vegas_aces_kierstan_bell,auto_alias
N. Smith,las_vegas_aces_nalyssa_smith,auto_alias
nalyssa smith,las_vegas_aces_nalyssa_smith,auto_alias
Smith,las_vegas_aces_nalyssa_smith,auto_alias
stephanie talbot,las_vegas_aces_stephanie_talbot,auto_alias
S. Talbot,las_vegas_aces_stephanie_talbot,auto_alias
Talbot,las_vegas_aces_stephanie_talbot,auto_alias
A. Atkins,los_angeles_sparks_ariel_atkins,auto_alias
Atkins,los_angeles_sparks_ariel_atkins,auto_alias
Ariel Atkins,los_angeles_sparks_ariel_atkins,canonical
Cameron Brink,los_angeles_sparks_cameron_brink,canonical
Brink,los_angeles_sparks_cameron_brink,auto_alias
C. Brink,los_angeles_sparks_cameron_brink,auto_alias
chance gray,los_angeles_sparks_chance_gray,auto_alias
Gray,los_angeles_sparks_chance_gray,auto_alias
C. Gray,los_angeles_sparks_chance_gray,auto_alias
dearica hamby,los_angeles_sparks_dearica_hamby,auto_alias
Hamby,los_angeles_sparks_dearica_hamby,auto_alias
D. Hamby,los_angeles_sparks_dearica_hamby,auto_alias
Emma Cannon,los_angeles_sparks_emma_cannon,canonical
E. Cannon,los_angeles_sparks_emma_cannon,auto_alias
Cannon,los_angeles_sparks_emma_cannon,auto_alias
erica wheeler,los_angeles_sparks_erica_wheeler,auto_alias
Wheeler,los_angeles_sparks_erica_wheeler,auto_alias
E. Wheeler,los_angeles_sparks_erica_wheeler,auto_alias
Park,los_angeles_sparks_jihyun_park,auto_alias
Jihyun Park,los_angeles_sparks_jihyun_park,canonical
J. Park,los_angeles_sparks_jihyun_park,auto_alias
Martin,los_angeles_sparks_kate_martin,auto_alias
K. Martin,los_angeles_sparks_kate_martin,auto_alias
kate martin,los_angeles_sparks_kate_martin,auto_alias
kelsey plum,los_angeles_sparks_kelsey_plum,auto_alias
K. Plum,los_angeles_sparks_kelsey_plum,auto_alias
Plum,los_angeles_sparks_kelsey_plum,auto_alias
laura ziegler,los_angeles_sparks_laura_ziegler,auto_alias
L. Ziegler,los_angeles_sparks_laura_ziegler,auto_alias
Ziegler,los_angeles_sparks_laura_ziegler,auto_alias
Ogwumike,los_angeles_sparks_nneka_ogwumike,auto_alias
N. Ogwumike,los_angeles_sparks_nneka_ogwumike,auto_alias
Nneka Ogwumike,los_angeles_sparks_nneka_ogwumike,canonical
Burrell,los_angeles_sparks_rae_burrell,auto_alias
Rae Burrell,los_angeles_sparks_rae_burrell,canonical
R. Burrell,los_angeles_sparks_rae_burrell,auto_alias
sania feagin,los_angeles_sparks_sania_feagin,auto_alias
S. Feagin,los_angeles_sparks_sania_feagin,auto_alias
Feagin,los_angeles_sparks_sania_feagin,auto_alias
Ta'Niya Latson,los_angeles_sparks_ta_niya_latson,canonical
Ta Niya Latson,los_angeles_sparks_ta_niya_latson,auto_alias
T. Latson,los_angeles_sparks_ta_niya_latson,auto_alias
Latson,los_angeles_sparks_ta_niya_latson,auto_alias
anastasiia olairi kosu,minnesota_lynx_anastasiia_olairi_kosu,auto_alias
A. Kosu,minnesota_lynx_anastasiia_olairi_kosu,auto_alias
Kosu,minnesota_lynx_anastasiia_olairi_kosu,auto_alias
Antonia Delaere,minnesota_lynx_antonia_delaere,canonical
Delaere,minnesota_lynx_antonia_delaere,auto_alias
A. Delaere,minnesota_lynx_antonia_delaere,auto_alias
Williams,minnesota_lynx_courtney_williams,auto_alias
Courtney Williams,minnesota_lynx_courtney_williams,canonical
C. Williams,minnesota_lynx_courtney_williams,auto_alias
Juhasz,minnesota_lynx_dorka_juhasz,auto_alias
Dorka Juhasz,minnesota_lynx_dorka_juhasz,canonical
D. Juhasz,minnesota_lynx_dorka_juhasz,auto_alias
E. Hamzova,minnesota_lynx_eliska_hamzova,auto_alias
Eliska Hamzova,minnesota_lynx_eliska_hamzova,canonical
Hamzova,minnesota_lynx_eliska_hamzova,auto_alias
E. Cechova,minnesota_lynx_emma_cechova,auto_alias
Emma Cechova,minnesota_lynx_emma_cechova,canonical
Cechova,minnesota_lynx_emma_cechova,auto_alias
McBride,minnesota_lynx_kayla_mcbride,auto_alias
kayla mcbride,minnesota_lynx_kayla_mcbride,auto_alias
K. McBride,minnesota_lynx_kayla_mcbride,auto_alias
Liatu King,minnesota_lynx_liatu_king,canonical
King,minnesota_lynx_liatu_king,auto_alias
L. King,minnesota_lynx_liatu_king,auto_alias
Maya Caldwell,minnesota_lynx_maya_caldwell,canonical
M. Caldwell,minnesota_lynx_maya_caldwell,auto_alias
Caldwell,minnesota_lynx_maya_caldwell,auto_alias
Collier,minnesota_lynx_napheesa_collier,auto_alias
napheesa collier,minnesota_lynx_napheesa_collier,auto_alias
N. Collier,minnesota_lynx_napheesa_collier,auto_alias
N. Howard,minnesota_lynx_natasha_howard,auto_alias
Natasha Howard,minnesota_lynx_natasha_howard,canonical
Howard,minnesota_lynx_natasha_howard,auto_alias
Nia Coffey,minnesota_lynx_nia_coffey,canonical
Coffey,minnesota_lynx_nia_coffey,auto_alias
N. Coffey,minnesota_lynx_nia_coffey,auto_alias
Miles,minnesota_lynx_olivia_miles,auto_alias
Olivia Miles,minnesota_lynx_olivia_miles,canonical
O. Miles,minnesota_lynx_olivia_miles,auto_alias
teaira mccowan,minnesota_lynx_teaira_mccowan,auto_alias
McCowan,minnesota_lynx_teaira_mccowan,auto_alias
T. McCowan,minnesota_lynx_teaira_mccowan,auto_alias
Maley,new_york_liberty_anneli_maley,auto_alias
Anneli Maley,new_york_liberty_anneli_maley,canonical
A. Maley,new_york_liberty_anneli_maley,auto_alias
Betnijah Laney Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
Betnijah Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,canonical
Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
B. Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
breanna stewart,new_york_liberty_breanna_stewart,auto_alias
B. Stewart,new_york_liberty_breanna_stewart,auto_alias
Stewart,new_york_liberty_breanna_stewart,auto_alias
han xu,new_york_liberty_han_xu,auto_alias
Xu,new_york_liberty_han_xu,auto_alias
H. Xu,new_york_liberty_han_xu,auto_alias
J. Jones,new_york_liberty_jonquel_jones,auto_alias
Jonquel Jones,new_york_liberty_jonquel_jones,canonical
Jones,new_york_liberty_jonquel_jones,auto_alias
leonie fiebich,new_york_liberty_leonie_fiebich,auto_alias
L. Fiebich,new_york_liberty_leonie_fiebich,auto_alias
Fiebich,new_york_liberty_leonie_fiebich,auto_alias
M. Fauthoux,new_york_liberty_marine_fauthoux,auto_alias
marine fauthoux,new_york_liberty_marine_fauthoux,auto_alias
Fauthoux,new_york_liberty_marine_fauthoux,auto_alias
M. Johannes,new_york_liberty_marine_johannes,auto_alias
Marine Johannes,new_york_liberty_marine_johannes,canonical
Johannes,new_york_liberty_marine_johannes,auto_alias
P. Astier,new_york_liberty_pauline_astier,auto_alias
Pauline Astier,new_york_liberty_pauline_astier,canonical
Astier,new_york_liberty_pauline_astier,auto_alias
Raquel Carrera,new_york_liberty_raquel_carrera,canonical
R. Carrera,new_york_liberty_raquel_carrera,auto_alias
Carrera,new_york_liberty_raquel_carrera,auto_alias
Rebekah Gardner,new_york_liberty_rebekah_gardner,canonical
Gardner,new_york_liberty_rebekah_gardner,auto_alias
R. Gardner,new_york_liberty_rebekah_gardner,auto_alias
Ionescu,new_york_liberty_sabrina_ionescu,auto_alias
sabrina ionescu,new_york_liberty_sabrina_ionescu,auto_alias
S. Ionescu,new_york_liberty_sabrina_ionescu,auto_alias
satou sabally,new_york_liberty_satou_sabally,auto_alias
S. Sabally,new_york_liberty_satou_sabally,auto_alias
Sabally,new_york_liberty_satou_sabally,auto_alias
Alyssa Thomas,phoenix_mercury_alyssa_thomas,canonical
A. Thomas,phoenix_mercury_alyssa_thomas,auto_alias
Thomas,phoenix_mercury_alyssa_thomas,auto_alias
Nogic,phoenix_mercury_jovana_nogic,auto_alias
J. Nogic,phoenix_mercury_jovana_nogic,auto_alias
Jovana Nogic,phoenix_mercury_jovana_nogic,canonical
Kahleah Copper,phoenix_mercury_kahleah_copper,canonical
Copper,phoenix_mercury_kahleah_copper,auto_alias
K. Copper,phoenix_mercury_kahleah_copper,auto_alias
Kiana Williams,phoenix_mercury_kiana_williams,canonical
Williams,phoenix_mercury_kiana_williams,auto_alias
K. Williams,phoenix_mercury_kiana_williams,auto_alias
Linskens,phoenix_mercury_kyara_linskens,auto_alias
kyara linskens,phoenix_mercury_kyara_linskens,auto_alias
K. Linskens,phoenix_mercury_kyara_linskens,auto_alias
lexi held,phoenix_mercury_lexi_held,auto_alias
Held,phoenix_mercury_lexi_held,auto_alias
L. Held,phoenix_mercury_lexi_held,auto_alias
marta suarez,phoenix_mercury_marta_suarez,auto_alias
Suarez,phoenix_mercury_marta_suarez,auto_alias
M. Suarez,phoenix_mercury_marta_suarez,auto_alias
M. Makani,phoenix_mercury_monique_akoa_makani,auto_alias
monique akoa makani,phoenix_mercury_monique_akoa_makani,auto_alias
Makani,phoenix_mercury_monique_akoa_makani,auto_alias
Mack,phoenix_mercury_natasha_mack,auto_alias
N. Mack,phoenix_mercury_natasha_mack,auto_alias
natasha mack,phoenix_mercury_natasha_mack,auto_alias
Q. Carter,phoenix_mercury_quionche_carter,auto_alias
Carter,phoenix_mercury_quionche_carter,auto_alias
Quionche Carter,phoenix_mercury_quionche_carter,canonical
sami whitcomb,phoenix_mercury_sami_whitcomb,auto_alias
S. Whitcomb,phoenix_mercury_sami_whitcomb,auto_alias
Whitcomb,phoenix_mercury_sami_whitcomb,auto_alias
valeriane ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
V. Ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
Ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
B. Carleton,portland_fire_bridget_carleton,auto_alias
Bridget Carleton,portland_fire_bridget_carleton,canonical
Carleton,portland_fire_bridget_carleton,auto_alias
Leite,portland_fire_carla_leite,auto_alias
carla leite,portland_fire_carla_leite,auto_alias
C. Leite,portland_fire_carla_leite,auto_alias
Engstler,portland_fire_emily_engstler,auto_alias
emily engstler,portland_fire_emily_engstler,auto_alias
E. Engstler,portland_fire_emily_engstler,auto_alias
F. Buhner,portland_fire_frieda_buhner,auto_alias
Frieda Buhner,portland_fire_frieda_buhner,canonical
Buhner,portland_fire_frieda_buhner,auto_alias
Winterburn,portland_fire_holly_winterburn,auto_alias
Holly Winterburn,portland_fire_holly_winterburn,canonical
H. Winterburn,portland_fire_holly_winterburn,auto_alias
J. Harrison,portland_fire_jordan_harrison,auto_alias
Jordan Harrison,portland_fire_jordan_harrison,canonical
Harrison,portland_fire_jordan_harrison,auto_alias
K. Samuelson,portland_fire_karlie_samuelson,auto_alias
Karlie Samuelson,portland_fire_karlie_samuelson,canonical
Samuelson,portland_fire_karlie_samuelson,auto_alias
L. Geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
Geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
luisa geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
Gustafson,portland_fire_megan_gustafson,auto_alias
M. Gustafson,portland_fire_megan_gustafson,auto_alias
Megan Gustafson,portland_fire_megan_gustafson,canonical
Nyadiew Puoch,portland_fire_nyadiew_puoch,canonical
N. Puoch,portland_fire_nyadiew_puoch,auto_alias
