name_variant,entity_id,type
aaliyah edwards,connecticut_sun_aaliyah_edwards,auto_alias
A. Morrow,connecticut_sun_aneesah_morrow,auto_alias
aneesah morrow,connecticut_sun_aneesah_morrow,auto_alias
Morrow,connecticut_sun_aneesah_morrow,auto_alias
ashlon jackson,connecticut_sun_ashlon_jackson,auto_alias
Jackson,connecticut_sun_ashlon_jackson,auto_alias
A. Jackson,connecticut_sun_ashlon_jackson,auto_alias
brittney griner,connecticut_sun_brittney_griner,auto_alias
Griner,connecticut_sun_brittney_griner,auto_alias
B. Griner,connecticut_sun_brittney_griner,auto_alias
C. Leger-Walker,connecticut_sun_charlisse_leger_walker,auto_alias
Leger-Walker,connecticut_sun_charlisse_leger_walker,auto_alias
Charlisse Leger Walker,connecticut_sun_charlisse_leger_walker,auto_alias
Charlisse Leger-Walker,connecticut_sun_charlisse_leger_walker,canonical
D. Miller,connecticut_sun_diamond_miller,auto_alias
Diamond Miller,connecticut_sun_diamond_miller,canonical
Miller,connecticut_sun_diamond_miller,auto_alias
Kneepkens,connecticut_sun_gianna_kneepkens,auto_alias
gianna kneepkens,connecticut_sun_gianna_kneepkens,auto_alias
G. Kneepkens,connecticut_sun_gianna_kneepkens,auto_alias
Hailey Van Lith,connecticut_sun_hailey_van_lith,canonical
Lith,connecticut_sun_hailey_van_lith,auto_alias
H. Lith,connecticut_sun_hailey_van_lith,auto_alias
Kennedy Burke,connecticut_sun_kennedy_burke,canonical
Burke,connecticut_sun_kennedy_burke,auto_alias
K. Burke,connecticut_sun_kennedy_burke,auto_alias
Lacan,connecticut_sun_leila_lacan,auto_alias
L. Lacan,connecticut_sun_leila_lacan,auto_alias
leila lacan,connecticut_sun_leila_lacan,auto_alias
nell angloma,connecticut_sun_nell_angloma,auto_alias
Angloma,connecticut_sun_nell_angloma,auto_alias
N. Angloma,connecticut_sun_nell_angloma,auto_alias
Nelson-Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
olivia nelson-ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
O. Nelson-Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
Olivia Nelson Ododa,connecticut_sun_olivia_nelson_ododa,auto_alias
R. Beers,connecticut_sun_raegan_beers,auto_alias
Raegan Beers,connecticut_sun_raegan_beers,canonical
Beers,connecticut_sun_raegan_beers,auto_alias
saniya rivers,connecticut_sun_saniya_rivers,auto_alias
Rivers,connecticut_sun_saniya_rivers,auto_alias
S. Rivers,connecticut_sun_saniya_rivers,auto_alias
Smith,dallas_wings_alanna_smith,auto_alias
alanna smith,dallas_wings_alanna_smith,auto_alias
A. Smith,dallas_wings_alanna_smith,auto_alias
alysha clark,dallas_wings_alysha_clark,auto_alias
A. Clark,dallas_wings_alysha_clark,auto_alias
Clark,dallas_wings_alysha_clark,auto_alias
A. Ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
Ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
arike ogunbowale,dallas_wings_arike_ogunbowale,auto_alias
A. Kuier,dallas_wings_awak_kuier,auto_alias
Awak Kuier,dallas_wings_awak_kuier,canonical
Kuier,dallas_wings_awak_kuier,auto_alias
A. James,dallas_wings_aziaha_james,auto_alias
James,dallas_wings_aziaha_james,auto_alias
Aziaha James,dallas_wings_aziaha_james,canonical
azzi fudd,dallas_wings_azzi_fudd,auto_alias
A. Fudd,dallas_wings_azzi_fudd,auto_alias
Fudd,dallas_wings_azzi_fudd,auto_alias
costanza verona,dallas_wings_costanza_verona,auto_alias
C. Verona,dallas_wings_costanza_verona,auto_alias
Verona,dallas_wings_costanza_verona,auto_alias
J. Shepard,dallas_wings_jessica_shepard,auto_alias
Jessica Shepard,dallas_wings_jessica_shepard,canonical
Shepard,dallas_wings_jessica_shepard,auto_alias
Li Yueru,dallas_wings_li_yueru,canonical
L. Yueru,dallas_wings_li_yueru,auto_alias
Yueru,dallas_wings_li_yueru,auto_alias
Maddy Siegrist,dallas_wings_maddy_siegrist,canonical
Siegrist,dallas_wings_maddy_siegrist,auto_alias
M. Siegrist,dallas_wings_maddy_siegrist,auto_alias
O. Sims,dallas_wings_odyssey_sims,auto_alias
odyssey sims,dallas_wings_odyssey_sims,auto_alias
Sims,dallas_wings_odyssey_sims,auto_alias
P. Bueckers,dallas_wings_paige_bueckers,auto_alias
Paige Bueckers,dallas_wings_paige_bueckers,canonical
Bueckers,dallas_wings_paige_bueckers,auto_alias
S. Sutton,dallas_wings_sug_sutton,auto_alias
sug sutton,dallas_wings_sug_sutton,auto_alias
Sutton,dallas_wings_sug_sutton,auto_alias
ashten prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
Prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
A. Prechtel,golden_state_valkyries_ashten_prechtel,auto_alias
cecilia zandalasini,golden_state_valkyries_cecilia_zandalasini,auto_alias
C. Zandalasini,golden_state_valkyries_cecilia_zandalasini,auto_alias
Zandalasini,golden_state_valkyries_cecilia_zandalasini,auto_alias
gabby williams,golden_state_valkyries_gabby_williams,auto_alias
Williams,golden_state_valkyries_gabby_williams,auto_alias
G. Williams,golden_state_valkyries_gabby_williams,auto_alias
Rupert,golden_state_valkyries_iliana_rupert,auto_alias
I. Rupert,golden_state_valkyries_iliana_rupert,auto_alias
Iliana Rupert,golden_state_valkyries_iliana_rupert,canonical
Janelle Salaun,golden_state_valkyries_janelle_salaun,canonical
Salaun,golden_state_valkyries_janelle_salaun,auto_alias
J. Salaun,golden_state_valkyries_janelle_salaun,auto_alias
J. Jocyte,golden_state_valkyries_juste_jocyte,auto_alias
juste jocyte,golden_state_valkyries_juste_jocyte,auto_alias
Jocyte,golden_state_valkyries_juste_jocyte,auto_alias
kaila charles,golden_state_valkyries_kaila_charles,auto_alias
Charles,golden_state_valkyries_kaila_charles,auto_alias
K. Charles,golden_state_valkyries_kaila_charles,auto_alias
Chen,golden_state_valkyries_kaitlyn_chen,auto_alias
K. Chen,golden_state_valkyries_kaitlyn_chen,auto_alias
Kaitlyn Chen,golden_state_valkyries_kaitlyn_chen,canonical
kayla thornton,golden_state_valkyries_kayla_thornton,auto_alias
K. Thornton,golden_state_valkyries_kayla_thornton,auto_alias
Thornton,golden_state_valkyries_kayla_thornton,auto_alias
Stokes,golden_state_valkyries_kiah_stokes,auto_alias
K. Stokes,golden_state_valkyries_kiah_stokes,auto_alias
kiah stokes,golden_state_valkyries_kiah_stokes,auto_alias
Amihere,golden_state_valkyries_laeticia_amihere,auto_alias
Laeticia Amihere,golden_state_valkyries_laeticia_amihere,canonical
L. Amihere,golden_state_valkyries_laeticia_amihere,auto_alias
M. Sowah,golden_state_valkyries_miela_sowah,auto_alias
Miela Sowah,golden_state_valkyries_miela_sowah,canonical
Sowah,golden_state_valkyries_miela_sowah,auto_alias
N. Fingall,golden_state_valkyries_nadia_fingall,auto_alias
nadia fingall,golden_state_valkyries_nadia_fingall,auto_alias
Fingall,golden_state_valkyries_nadia_fingall,auto_alias
Hayes,golden_state_valkyries_tiffany_hayes,auto_alias
tiffany hayes,golden_state_valkyries_tiffany_hayes,auto_alias
T. Hayes,golden_state_valkyries_tiffany_hayes,auto_alias
Burton,golden_state_valkyries_veronica_burton,auto_alias
V. Burton,golden_state_valkyries_veronica_burton,auto_alias
veronica burton,golden_state_valkyries_veronica_burton,auto_alias
Boston,indiana_fever_aliyah_boston,auto_alias
A. Boston,indiana_fever_aliyah_boston,auto_alias
aliyah boston,indiana_fever_aliyah_boston,auto_alias
B. Hall,indiana_fever_bree_hall,auto_alias
bree hall,indiana_fever_bree_hall,auto_alias
Hall,indiana_fever_bree_hall,auto_alias
caitlin clark,indiana_fever_caitlin_clark,auto_alias
C. Clark,indiana_fever_caitlin_clark,auto_alias
Clark,indiana_fever_caitlin_clark,auto_alias
Dantas,indiana_fever_damiris_dantas,auto_alias
damiris dantas,indiana_fever_damiris_dantas,auto_alias
D. Dantas,indiana_fever_damiris_dantas,auto_alias
Grace VanSlooten,indiana_fever_grace_vanslooten,canonical
VanSlooten,indiana_fever_grace_vanslooten,auto_alias
G. VanSlooten,indiana_fever_grace_vanslooten,auto_alias
justine pissott,indiana_fever_justine_pissott,auto_alias
Pissott,indiana_fever_justine_pissott,auto_alias
J. Pissott,indiana_fever_justine_pissott,auto_alias
K. Mitchell,indiana_fever_kelsey_mitchell,auto_alias
Kelsey Mitchell,indiana_fever_kelsey_mitchell,canonical
Mitchell,indiana_fever_kelsey_mitchell,auto_alias
L. Hull,indiana_fever_lexie_hull,auto_alias
lexie hull,indiana_fever_lexie_hull,auto_alias
Hull,indiana_fever_lexie_hull,auto_alias
M. Timpson,indiana_fever_makayla_timpson,auto_alias
Timpson,indiana_fever_makayla_timpson,auto_alias
Makayla Timpson,indiana_fever_makayla_timpson,canonical
Monique Billings,indiana_fever_monique_billings,canonical
Billings,indiana_fever_monique_billings,auto_alias
M. Billings,indiana_fever_monique_billings,auto_alias
Myisha Hines Allen,indiana_fever_myisha_hines_allen,auto_alias
Myisha Hines-Allen,indiana_fever_myisha_hines_allen,canonical
M. Hines-Allen,indiana_fever_myisha_hines_allen,auto_alias
Hines-Allen,indiana_fever_myisha_hines_allen,auto_alias
raven johnson,indiana_fever_raven_johnson,auto_alias
R. Johnson,indiana_fever_raven_johnson,auto_alias
Johnson,indiana_fever_raven_johnson,auto_alias
Sophie Cunningham,indiana_fever_sophie_cunningham,canonical
Cunningham,indiana_fever_sophie_cunningham,auto_alias
S. Cunningham,indiana_fever_sophie_cunningham,auto_alias
Harris,indiana_fever_tyasha_harris,auto_alias
Tyasha Harris,indiana_fever_tyasha_harris,canonical
T. Harris,indiana_fever_tyasha_harris,auto_alias
A'ja Wilson,las_vegas_aces_a_ja_wilson,canonical
A. Wilson,las_vegas_aces_a_ja_wilson,auto_alias
Wilson,las_vegas_aces_a_ja_wilson,auto_alias
A ja Wilson,las_vegas_aces_a_ja_wilson,auto_alias
brianna turner,las_vegas_aces_brianna_turner,auto_alias
Turner,las_vegas_aces_brianna_turner,auto_alias
B. Turner,las_vegas_aces_brianna_turner,auto_alias
chelsea gray,las_vegas_aces_chelsea_gray,auto_alias
Gray,las_vegas_aces_chelsea_gray,auto_alias
C. Gray,las_vegas_aces_chelsea_gray,auto_alias
Carter,las_vegas_aces_chennedy_carter,auto_alias
Chennedy Carter,las_vegas_aces_chennedy_carter,canonical
C. Carter,las_vegas_aces_chennedy_carter,auto_alias
cheyenne parker-tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
Parker-Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
C. Parker-Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
Cheyenne Parker Tyus,las_vegas_aces_cheyenne_parker_tyus,auto_alias
D. Evans,las_vegas_aces_dana_evans,auto_alias
Evans,las_vegas_aces_dana_evans,auto_alias
dana evans,las_vegas_aces_dana_evans,auto_alias
J. Young,las_vegas_aces_jackie_young,auto_alias
Jackie Young,las_vegas_aces_jackie_young,canonical
Young,las_vegas_aces_jackie_young,auto_alias
Barker,las_vegas_aces_janiah_barker,auto_alias
janiah barker,las_vegas_aces_janiah_barker,auto_alias
J. Barker,las_vegas_aces_janiah_barker,auto_alias
jewell loyd,las_vegas_aces_jewell_loyd,auto_alias
J. Loyd,las_vegas_aces_jewell_loyd,auto_alias
Loyd,las_vegas_aces_jewell_loyd,auto_alias
Bell,las_vegas_aces_kierstan_bell,auto_alias
K. Bell,las_vegas_aces_kierstan_bell,auto_alias
kierstan bell,las_vegas_aces_kierstan_bell,auto_alias
NaLyssa Smith,las_vegas_aces_nalyssa_smith,canonical
Smith,las_vegas_aces_nalyssa_smith,auto_alias
N. Smith,las_vegas_aces_nalyssa_smith,auto_alias
Stephanie Talbot,las_vegas_aces_stephanie_talbot,canonical
Talbot,las_vegas_aces_stephanie_talbot,auto_alias
S. Talbot,las_vegas_aces_stephanie_talbot,auto_alias
Ariel Atkins,los_angeles_sparks_ariel_atkins,canonical
Atkins,los_angeles_sparks_ariel_atkins,auto_alias
A. Atkins,los_angeles_sparks_ariel_atkins,auto_alias
Cameron Brink,los_angeles_sparks_cameron_brink,canonical
C. Brink,los_angeles_sparks_cameron_brink,auto_alias
Brink,los_angeles_sparks_cameron_brink,auto_alias
chance gray,los_angeles_sparks_chance_gray,auto_alias
Gray,los_angeles_sparks_chance_gray,auto_alias
C. Gray,los_angeles_sparks_chance_gray,auto_alias
Hamby,los_angeles_sparks_dearica_hamby,auto_alias
Dearica Hamby,los_angeles_sparks_dearica_hamby,canonical
D. Hamby,los_angeles_sparks_dearica_hamby,auto_alias
E. Cannon,los_angeles_sparks_emma_cannon,auto_alias
emma cannon,los_angeles_sparks_emma_cannon,auto_alias
Cannon,los_angeles_sparks_emma_cannon,auto_alias
erica wheeler,los_angeles_sparks_erica_wheeler,auto_alias
Wheeler,los_angeles_sparks_erica_wheeler,auto_alias
E. Wheeler,los_angeles_sparks_erica_wheeler,auto_alias
Jihyun Park,los_angeles_sparks_jihyun_park,canonical
Park,los_angeles_sparks_jihyun_park,auto_alias
J. Park,los_angeles_sparks_jihyun_park,auto_alias
kate martin,los_angeles_sparks_kate_martin,auto_alias
Martin,los_angeles_sparks_kate_martin,auto_alias
K. Martin,los_angeles_sparks_kate_martin,auto_alias
K. Plum,los_angeles_sparks_kelsey_plum,auto_alias
Kelsey Plum,los_angeles_sparks_kelsey_plum,canonical
Plum,los_angeles_sparks_kelsey_plum,auto_alias
L. Ziegler,los_angeles_sparks_laura_ziegler,auto_alias
Ziegler,los_angeles_sparks_laura_ziegler,auto_alias
laura ziegler,los_angeles_sparks_laura_ziegler,auto_alias
Ogwumike,los_angeles_sparks_nneka_ogwumike,auto_alias
nneka ogwumike,los_angeles_sparks_nneka_ogwumike,auto_alias
N. Ogwumike,los_angeles_sparks_nneka_ogwumike,auto_alias
Rae Burrell,los_angeles_sparks_rae_burrell,canonical
Burrell,los_angeles_sparks_rae_burrell,auto_alias
R. Burrell,los_angeles_sparks_rae_burrell,auto_alias
Feagin,los_angeles_sparks_sania_feagin,auto_alias
sania feagin,los_angeles_sparks_sania_feagin,auto_alias
S. Feagin,los_angeles_sparks_sania_feagin,auto_alias
Latson,los_angeles_sparks_ta_niya_latson,auto_alias
T. Latson,los_angeles_sparks_ta_niya_latson,auto_alias
Ta Niya Latson,los_angeles_sparks_ta_niya_latson,auto_alias
Ta'Niya Latson,los_angeles_sparks_ta_niya_latson,canonical
A. Kosu,minnesota_lynx_anastasiia_olairi_kosu,auto_alias
Kosu,minnesota_lynx_anastasiia_olairi_kosu,auto_alias
Anastasiia Olairi Kosu,minnesota_lynx_anastasiia_olairi_kosu,canonical
antonia delaere,minnesota_lynx_antonia_delaere,auto_alias
Delaere,minnesota_lynx_antonia_delaere,auto_alias
A. Delaere,minnesota_lynx_antonia_delaere,auto_alias
Courtney Williams,minnesota_lynx_courtney_williams,canonical
C. Williams,minnesota_lynx_courtney_williams,auto_alias
Williams,minnesota_lynx_courtney_williams,auto_alias
dorka juhasz,minnesota_lynx_dorka_juhasz,auto_alias
D. Juhasz,minnesota_lynx_dorka_juhasz,auto_alias
Juhasz,minnesota_lynx_dorka_juhasz,auto_alias
eliska hamzova,minnesota_lynx_eliska_hamzova,auto_alias
Hamzova,minnesota_lynx_eliska_hamzova,auto_alias
E. Hamzova,minnesota_lynx_eliska_hamzova,auto_alias
E. Cechova,minnesota_lynx_emma_cechova,auto_alias
Cechova,minnesota_lynx_emma_cechova,auto_alias
emma cechova,minnesota_lynx_emma_cechova,auto_alias
K. McBride,minnesota_lynx_kayla_mcbride,auto_alias
Kayla McBride,minnesota_lynx_kayla_mcbride,canonical
McBride,minnesota_lynx_kayla_mcbride,auto_alias
Liatu King,minnesota_lynx_liatu_king,canonical
L. King,minnesota_lynx_liatu_king,auto_alias
King,minnesota_lynx_liatu_king,auto_alias
maya caldwell,minnesota_lynx_maya_caldwell,auto_alias
Caldwell,minnesota_lynx_maya_caldwell,auto_alias
M. Caldwell,minnesota_lynx_maya_caldwell,auto_alias
Collier,minnesota_lynx_napheesa_collier,auto_alias
Napheesa Collier,minnesota_lynx_napheesa_collier,canonical
N. Collier,minnesota_lynx_napheesa_collier,auto_alias
N. Howard,minnesota_lynx_natasha_howard,auto_alias
Natasha Howard,minnesota_lynx_natasha_howard,canonical
Howard,minnesota_lynx_natasha_howard,auto_alias
N. Coffey,minnesota_lynx_nia_coffey,auto_alias
nia coffey,minnesota_lynx_nia_coffey,auto_alias
Coffey,minnesota_lynx_nia_coffey,auto_alias
Miles,minnesota_lynx_olivia_miles,auto_alias
olivia miles,minnesota_lynx_olivia_miles,auto_alias
O. Miles,minnesota_lynx_olivia_miles,auto_alias
Teaira McCowan,minnesota_lynx_teaira_mccowan,canonical
T. McCowan,minnesota_lynx_teaira_mccowan,auto_alias
McCowan,minnesota_lynx_teaira_mccowan,auto_alias
Anneli Maley,new_york_liberty_anneli_maley,canonical
A. Maley,new_york_liberty_anneli_maley,auto_alias
Maley,new_york_liberty_anneli_maley,auto_alias
B. Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
Betnijah Laney-Hamilton,new_york_liberty_betnijah_laney_hamilton,canonical
Betnijah Laney Hamilton,new_york_liberty_betnijah_laney_hamilton,auto_alias
Breanna Stewart,new_york_liberty_breanna_stewart,canonical
Stewart,new_york_liberty_breanna_stewart,auto_alias
B. Stewart,new_york_liberty_breanna_stewart,auto_alias
han xu,new_york_liberty_han_xu,auto_alias
Xu,new_york_liberty_han_xu,auto_alias
H. Xu,new_york_liberty_han_xu,auto_alias
Jones,new_york_liberty_jonquel_jones,auto_alias
Jonquel Jones,new_york_liberty_jonquel_jones,canonical
J. Jones,new_york_liberty_jonquel_jones,auto_alias
L. Fiebich,new_york_liberty_leonie_fiebich,auto_alias
Fiebich,new_york_liberty_leonie_fiebich,auto_alias
leonie fiebich,new_york_liberty_leonie_fiebich,auto_alias
Marine Fauthoux,new_york_liberty_marine_fauthoux,canonical
M. Fauthoux,new_york_liberty_marine_fauthoux,auto_alias
Fauthoux,new_york_liberty_marine_fauthoux,auto_alias
Johannes,new_york_liberty_marine_johannes,auto_alias
M. Johannes,new_york_liberty_marine_johannes,auto_alias
Marine Johannes,new_york_liberty_marine_johannes,canonical
Astier,new_york_liberty_pauline_astier,auto_alias
Pauline Astier,new_york_liberty_pauline_astier,canonical
P. Astier,new_york_liberty_pauline_astier,auto_alias
Raquel Carrera,new_york_liberty_raquel_carrera,canonical
R. Carrera,new_york_liberty_raquel_carrera,auto_alias
Carrera,new_york_liberty_raquel_carrera,auto_alias
Gardner,new_york_liberty_rebekah_gardner,auto_alias
Rebekah Gardner,new_york_liberty_rebekah_gardner,canonical
R. Gardner,new_york_liberty_rebekah_gardner,auto_alias
Ionescu,new_york_liberty_sabrina_ionescu,auto_alias
S. Ionescu,new_york_liberty_sabrina_ionescu,auto_alias
Sabrina Ionescu,new_york_liberty_sabrina_ionescu,canonical
Sabally,new_york_liberty_satou_sabally,auto_alias
S. Sabally,new_york_liberty_satou_sabally,auto_alias
Satou Sabally,new_york_liberty_satou_sabally,canonical
A. Thomas,phoenix_mercury_alyssa_thomas,auto_alias
Alyssa Thomas,phoenix_mercury_alyssa_thomas,canonical
Thomas,phoenix_mercury_alyssa_thomas,auto_alias
J. Nogic,phoenix_mercury_jovana_nogic,auto_alias
Jovana Nogic,phoenix_mercury_jovana_nogic,canonical
Nogic,phoenix_mercury_jovana_nogic,auto_alias
Kahleah Copper,phoenix_mercury_kahleah_copper,canonical
K. Copper,phoenix_mercury_kahleah_copper,auto_alias
Copper,phoenix_mercury_kahleah_copper,auto_alias
kiana williams,phoenix_mercury_kiana_williams,auto_alias
Williams,phoenix_mercury_kiana_williams,auto_alias
K. Williams,phoenix_mercury_kiana_williams,auto_alias
Kyara Linskens,phoenix_mercury_kyara_linskens,canonical
Linskens,phoenix_mercury_kyara_linskens,auto_alias
K. Linskens,phoenix_mercury_kyara_linskens,auto_alias
Held,phoenix_mercury_lexi_held,auto_alias
L. Held,phoenix_mercury_lexi_held,auto_alias
Lexi Held,phoenix_mercury_lexi_held,canonical
M. Suarez,phoenix_mercury_marta_suarez,auto_alias
Suarez,phoenix_mercury_marta_suarez,auto_alias
marta suarez,phoenix_mercury_marta_suarez,auto_alias
Makani,phoenix_mercury_monique_akoa_makani,auto_alias
monique akoa makani,phoenix_mercury_monique_akoa_makani,auto_alias
M. Makani,phoenix_mercury_monique_akoa_makani,auto_alias
N. Mack,phoenix_mercury_natasha_mack,auto_alias
Natasha Mack,phoenix_mercury_natasha_mack,canonical
Mack,phoenix_mercury_natasha_mack,auto_alias
Carter,phoenix_mercury_quionche_carter,auto_alias
quionche carter,phoenix_mercury_quionche_carter,auto_alias
Q. Carter,phoenix_mercury_quionche_carter,auto_alias
Sami Whitcomb,phoenix_mercury_sami_whitcomb,canonical
S. Whitcomb,phoenix_mercury_sami_whitcomb,auto_alias
Whitcomb,phoenix_mercury_sami_whitcomb,auto_alias
Ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
V. Ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
valeriane ayayi,phoenix_mercury_valeriane_ayayi,auto_alias
Carleton,portland_fire_bridget_carleton,auto_alias
Bridget Carleton,portland_fire_bridget_carleton,canonical
B. Carleton,portland_fire_bridget_carleton,auto_alias
carla leite,portland_fire_carla_leite,auto_alias
C. Leite,portland_fire_carla_leite,auto_alias
Leite,portland_fire_carla_leite,auto_alias
E. Engstler,portland_fire_emily_engstler,auto_alias
emily engstler,portland_fire_emily_engstler,auto_alias
Engstler,portland_fire_emily_engstler,auto_alias
Frieda Buhner,portland_fire_frieda_buhner,canonical
F. Buhner,portland_fire_frieda_buhner,auto_alias
Buhner,portland_fire_frieda_buhner,auto_alias
Winterburn,portland_fire_holly_winterburn,auto_alias
holly winterburn,portland_fire_holly_winterburn,auto_alias
H. Winterburn,portland_fire_holly_winterburn,auto_alias
Harrison,portland_fire_jordan_harrison,auto_alias
Jordan Harrison,portland_fire_jordan_harrison,canonical
J. Harrison,portland_fire_jordan_harrison,auto_alias
Karlie Samuelson,portland_fire_karlie_samuelson,canonical
K. Samuelson,portland_fire_karlie_samuelson,auto_alias
Samuelson,portland_fire_karlie_samuelson,auto_alias
L. Geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
luisa geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
Geiselsoder,portland_fire_luisa_geiselsoder,auto_alias
Megan Gustafson,portland_fire_megan_gustafson,canonical
Gustafson,portland_fire_megan_gustafson,auto_alias
M. Gustafson,portland_fire_megan_gustafson,auto_alias
N. Puoch,portland_fire_nyadiew_puoch,auto_alias
Puoch,portland_fire_nyadiew_puoch,auto_alias
